Name,Address,Genre,Business Hours,Number of Seats,Phone Number,URL
敲太楼山荘,岩手県 盛岡市 上ノ橋町 1-2 ２Ｆ,カフェ、洋食、ビアバー,"営業時間
［月］定休日
［火〜日］
7:00〜10:00（モーニング）
11:30〜15:00（ランチ）
17:00〜22:00（お問い合わせのみ。要予約）
日曜営業
定休日
月曜日",12席,,https://tabelog.com/iwate/A0301/A030101/3000610/
チャーリーズバー,岩手県 盛岡市 大通 2-7-20 ウエダビル 4F,ダイニングバー、パブ、バー,"営業時間
18:00～翌4:00
ラストオーダーFood翌3:00
日曜営業
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",40席,,https://tabelog.com/iwate/A0301/A030101/3001301/
大衆酒場 丸富士,岩手県 盛岡市 大通 1-9-1 チスガビル 1F,居酒屋,"営業時間
月～日、祝日、祝前日: 18:00～翌3:00
（料理L.O. 2:00 ドリンクL.O. 2:30）
18:00～翌3:00までOPENしております！
日曜営業
定休日
不定休",50席,019-656-6024,https://tabelog.com/iwate/A0301/A030101/3011135/
パノニカ,岩手県 盛岡市 菜園 2-4-23 2F,カフェ、バー,"営業時間
[月～土]
19:00～翌1:00
定休日
日曜日",20席,,https://tabelog.com/iwate/A0301/A030101/3006980/
韓国家庭料理 Akatsuki,岩手県 盛岡市 大通 2-3-7 CT33ビル 1F,韓国料理、居酒屋,"営業時間
［月～木］
17:00〜24:00(L.O 23:30)
［金・土・祝前］
16:00〜翌1:00(L.O 24:30)
［日・祝日］
16:00〜24:00(L.O 23:30)
定休日
不定休",62席,080-3728-0040,https://tabelog.com/iwate/A0301/A030101/3011435/
日本酒BAR炎,岩手県 盛岡市 大通 1-11-18 名店会館  2F,日本酒バー、馬肉料理、居酒屋,"営業時間
通常営業【月曜〜土曜】
 18:00～23:00ラストオーダー
定休日
日曜日(連休の場合は日曜日営業、連休最終日が振替定休)",12席,,https://tabelog.com/iwate/A0301/A030101/3005697/
The bar 佐藤,岩手県 盛岡市 大通 2-2-16 アキヤマビル 2F,バー,"営業時間
[平日] 19:00～翌03:00
[日祝] 19:00～翌01:00
日曜営業
定休日
不定休。
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001224/
キッチン ココ,岩手県 盛岡市 紺屋町 4-24 1F,カフェ、ケーキ、バー,"営業時間
08:00〜10:30 (L.O. 10:00)
11:30〜15:00 (L.O. 14:30)
17:00〜23:00 (L.O. 22:30)
日曜営業
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",17席,,https://tabelog.com/iwate/A0301/A030101/3006926/
ニート,岩手県 盛岡市 菜園 2-4-11 菜園ヴィレッジ 4F,バー,"営業時間
[月～土] 
18:00～翌02:00頃(LO) 
定休日
日曜、連休の最終日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （カウンター５～６席、テーブル10席）
                  ",,https://tabelog.com/iwate/A0301/A030101/3000816/
にっか亭,岩手県 盛岡市 大通 2丁目6-25,バー,"営業時間
19:00～03:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000666/
ラグジュアリー個室・肉プレート・ビストロ Ｇａｙａ 盛岡大通り店,岩手県 盛岡市 大通 2-3-7 CT33ビル 3F,ダイニングバー、居酒屋、イタリアン,"営業時間
PayPay決済利用可能◎
●月 ～ 木・日・祝日
ディナー　１６：００～翌１：００
（L.O.翌12:00、ドリンクL.O.翌12:30）
●金・土・祝前日
ディナー　１６：００～翌５：００
（L.O.翌3:00、ドリンクL.O.翌4:00） 
★ご予約 受付時間 １１：００～２４：００まで★
０５０－５５９３－６９９１
日曜営業
定休日
年中無休　単品飲み放題有◎",120席,080-3525-8940,https://tabelog.com/iwate/A0301/A030101/3009364/
ビア ベース ベアレン 盛岡駅前,岩手県 盛岡市 盛岡駅前通 8-11 盛岡駅前ビル B1F,ビアバー,"営業時間
【月～金】
17:00～24:00
【土・祝】
15：00～24：00
【日】
15：00～23：00
フードラストオーダー　閉店時間の1時間前
ドリンクラストオーダー　閉店時間の30分前
日曜営業
定休日
なし",50席,019-601-7110,https://tabelog.com/iwate/A0301/A030101/3011019/
こま食堂,岩手県 盛岡市 本宮 泉屋敷16-4,レストラン,"営業時間
11:30～14:00
17:00～23:00
[土日祝]11:30～21:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3003241/
青山食堂,岩手県 盛岡市 本宮 林崎2-17,ラーメン、食堂、もつ鍋,"営業時間
11:00～20:00
定休日
木曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",30席,,https://tabelog.com/iwate/A0301/A030101/3005910/
ビアバー ベアレン 中ノ橋,岩手県 盛岡市 中ノ橋通 1-9-22 盛岡バスセンター東棟 2F,ビアバー、ダイニングバー,"営業時間
[月～金]
17:00～23:00
22:30(L.O)
[土・日・祝]
15:00～23:00
22：30(L.O)
日曜営業
定休日
なし",22席,019-651-6555,https://tabelog.com/iwate/A0301/A030101/3011973/
えん,岩手県 盛岡市 内丸 6-1,創作料理、居酒屋,"営業時間
18:00～翌1:00(L.O.翌0:30)
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",30席,,https://tabelog.com/iwate/A0301/A030101/3007704/
盛岡食堂,岩手県 盛岡市 上田 4-15-5,焼肉、食堂、ラーメン,"営業時間
11:00～24:00(LO23：30)
日曜営業
定休日
無休・元旦",92席,019-656-1115,https://tabelog.com/iwate/A0301/A030101/3000378/
ふれあいレストラン雲の信号,岩手県 盛岡市 三本柳 ８地割1-3,レストラン,,,,https://tabelog.com/iwate/A0301/A030101/3005049/
居酒屋ごはん ふらりむらさき 盛岡みたけ店,岩手県 盛岡市 みたけ 3-35-20,居酒屋、食堂、ファミレス,"営業時間
【ランチ】11:30～14:00（ラストオーダー14：00）
【ディナー】17:00～24:00（ラストオーダー23：30）
※12/31の営業時間は以下の通り変更となります。
（1/1は通常の営業時間となります）
【ランチ】11：30～14：30（ラストオーダー14：00）　
【ディナー】17：00～22：00（ラストオーダー21：30）
日曜営業
定休日
無休",19席,019-648-6266,https://tabelog.com/iwate/A0301/A030101/3008610/
炭火焼ステーキ　天元,岩手県 盛岡市 大通 1-9-10 レインボービル 3F,ステーキ、肉料理、ワインバー,"営業時間
【月〜土】
17:00〜23:00（L.O.22:00）
定休日
日曜日・祝日（※営業日の場合あり）",25席,019-625-2911,https://tabelog.com/iwate/A0301/A030101/3006948/
桃屋旅館,岩手県 盛岡市 玉山 区下田仲平182-2,料理旅館,"営業時間
不定
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007416/
Bloomy's 盛岡,岩手県 盛岡市 本宮 6-7-35,カフェ、レストラン、洋菓子,"営業時間
[月,火,木,金,土,日]
LUNCH　11:30～15:00　(L.O.14:30)
CAFE　　15:00～17:00　(L.O.16:30)
※結婚式を頂いている場合は臨時休業とさせていただきます。
日曜営業
定休日
水曜日",40席,019-656-4165,https://tabelog.com/iwate/A0301/A030101/3011855/
鳳温泉　せきれい荘,岩手県 盛岡市 繋 字山根200-25,料理旅館,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030102/3003118/
居酒屋ごはん ふらりむらさき 盛岡津志田店,岩手県 盛岡市 津志田南 3-13-3,居酒屋、食堂、ファミレス,"営業時間
【ランチ】11:30～14:00（ラストオーダー14：00）
【ディナー】17:00～24:00（ラストオーダー23：30）
※12/31の営業時間は以下の通り変更となります。
（1/1は通常の営業時間となります）
【ランチ】11：30～14：30（ラストオーダー14：00）　
【ディナー】17：00～22：00（ラストオーダー21：30）
日曜営業
定休日
無休",19席,019-605-7270,https://tabelog.com/iwate/A0301/A030101/3008473/
盛岡グランドホテルアネックス,岩手県 盛岡市 中央通 1-9-16,料理旅館,,,,https://tabelog.com/iwate/A0301/A030101/3004270/
癒しの宿　ロデム,岩手県 盛岡市 繋 字萪内沢83-1,料理旅館,"営業時間
［チェックイン］14:00～15:00[チェックアウト］10:00　
［朝食］7:00～7:30　［夕食］18:00～7:00　
宿泊者以外も食事可能（要予約）
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030102/3006312/
愛真館 売店,岩手県 盛岡市 繋 字塗沢40-4 愛真館,料理旅館,"営業時間
7:00～22:00
定休日
不定休(愛真館に準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/4014831/
大正館,岩手県 盛岡市 大沢川原 2-5-30,料理旅館,"営業時間
(朝食のみ)7:00～9:30
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006407/
スカイバンケット オーロラ,岩手県 盛岡市 大通 り3-3-18 ホテル東日本盛岡 14F,ビュッフェ、オーベルジュ,"営業時間
不定(完全予約制)
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008046/
菅旅館,岩手県 盛岡市 つなぎ塗沢34,料理旅館,"営業時間
チェックイン16:00　チェックアウト10:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006364/
清温荘,岩手県 盛岡市 繋 字湯の館33,料理旅館,"営業時間
チェックイン15:30 チェックアウト翌10:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030102/3007541/
ベルビュー,岩手県 盛岡市 愛宕下 1-10 盛岡グランドホテル,カフェ、料理旅館,"営業時間
営業時間　10:00-20:00
（ラストオーダー19:30）
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",36席,,https://tabelog.com/iwate/A0301/A030101/3005668/
別荘佳景,岩手県 盛岡市 繋 字上野23-36,料理旅館,,,,https://tabelog.com/iwate/A0301/A030101/3009617/
大和,岩手県 盛岡市 南大通 1-11-11,料理旅館,"営業時間
※宿泊客のみ
朝食／7：00～9：30
夕食／18：30～20：30
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006403/
盛岡つなぎ温泉 四季亭,岩手県 盛岡市 繋 字湯の舘137,料理旅館,,,,https://tabelog.com/iwate/A0301/A030101/3001500/
ホテル紫苑,岩手県 盛岡市 繋 字湯の館74-2,料理旅館,"営業時間
チェックイン15:00
チェックアウト10:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030102/3006365/
愛真館,岩手県 盛岡市 繋 字塗沢40-4,料理旅館,"営業時間
チェックイン15:00 チェックアウト10:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030102/3006350/
旅染屋　山いち,岩手県 盛岡市 繋 字舘市83-1,料理旅館,,,,https://tabelog.com/iwate/A0301/A030101/3001242/
パリの食堂 シェ・ミルティーユ,岩手県 盛岡市 盛岡駅前通 15-22 鷹木ビル 2F,フレンチ、洋食,"営業時間
11:30～13：30
18:00～21：00
定休日
日曜日・月曜日(祝祭日は要確認)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",16席,,https://tabelog.com/iwate/A0301/A030101/3010260/
銀河堂1890 Sweets&Bakery,岩手県 盛岡市 盛岡駅前通 1-44 フェザンおでんせ館 1F,ケーキ、パン、カフェ,"営業時間
9:00～22:00
日曜営業
定休日
無",30席,,https://tabelog.com/iwate/A0301/A030101/3009411/
秋桜,岩手県 盛岡市 青山 3-31-16,喫茶店,"営業時間
11：00～20：00
定休日
日曜日・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",43席,,https://tabelog.com/iwate/A0301/A030101/3002443/
星乃珈琲店 イオンモール盛岡店,岩手県 盛岡市 前潟 4-7-1 イオンモール盛岡  1F,喫茶店、カフェ,"営業時間
10:00～21:00(L.O.20:30)
日曜営業
定休日
不定休(イオン盛岡店に準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",76席,,https://tabelog.com/iwate/A0301/A030101/3009315/
もりおか啄木・賢治青春館 喫茶あこがれ,岩手県 盛岡市 中ノ橋通 1-1-25 もりおか啄木・賢治青春館,喫茶店,"営業時間
10:00～18:00(L.O.17:00)
日曜営業
定休日
第２火曜・年末年始
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001048/
カフェステーション,岩手県 盛岡市 仙北 2-2-30,喫茶店,"営業時間
[月～金] 10:00～18:00 [土] 10:00～16:00
定休日
日曜日・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007468/
