Spider "new_vehicles" Started at "2024-04-04 124830"

Error Logs:

No previous output files found
End of Error Logs:


Informative Logs:
Total States found in the website : 51

Total No of Dealers: "58" exists in the state : "Alabama|AL"
State: "Ohio|OH", Dealer Name: "Bill Harris CDJR of Ashland" has 113 vehicles
State: "Ohio|OH", Dealer Name: "Jake Sweeney Chrysler Jeep Dodge Ram" has 102 vehicles
State: "Ohio|OH", Dealer Name: "56 Auto Sales" has no vehicles
State: "Ohio|OH", Dealer Name: "Kenworth of Cincinnati" has 5 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - CANTON, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Ricart Chevrolet" has 82 vehicles
State: "Ohio|OH", Dealer Name: "Buds Chrysler Dodge Jeep Ram" has 73 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - PERRYSBURG, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Jeff Wyler Chrysler Jeep Dodge Ram" has 56 vehicles
State: "Ohio|OH", Dealer Name: "Defiance Trailer Sales" has 341 vehicles
State: "Ohio|OH", Dealer Name: "Mathews Auto Group" has 47 vehicles
State: "Ohio|OH", Dealer Name: "Tradewinds Motor Center, LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "Ohio Auto Warehouse LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "Ryder Used Trucks in Cleveland" has no vehicles
State: "Ohio|OH", Dealer Name: "Ryder Used Trucks in Cincinnati" has no vehicles
State: "Ohio|OH", Dealer Name: "Spitzer Ford - Cuyahoga Falls" has 25 vehicles
State: "Ohio|OH", Dealer Name: "Custom Truck One Source - Canton" has 1040 vehicles
State: "Ohio|OH", Dealer Name: "Fairway Ford" has 219 vehicles
State: "Ohio|OH", Dealer Name: "Borcherding Buick GMC" has 160 vehicles
State: "Ohio|OH", Dealer Name: "Lebanon Ford" has 193 vehicles
State: "Ohio|OH", Dealer Name: "Mt. Orab Chrysler" has 234 vehicles
State: "Ohio|OH", Dealer Name: "Beau Townsend Ford" has 104 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - PIQUA, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Joseph Chevrolet" has 115 vehicles
State: "Ohio|OH", Dealer Name: "BUCKEYE CHRYSLER JEEP DODGE OF SHELBY, LLC" has 57 vehicles
State: "Ohio|OH", Dealer Name: "SHERRY CHRYSLER DODGE JEEP RAM" has 101 vehicles
State: "Ohio|OH", Dealer Name: "Valley Ford of Columbus" has 158 vehicles
State: "Ohio|OH", Dealer Name: "Performance Chrysler Dodge Ram Delaware" has 127 vehicles
State: "Ohio|OH", Dealer Name: "Valley Chevrolet" has 365 vehicles
State: "Ohio|OH", Dealer Name: "Leonard Truck & Trailer" has 574 vehicles
State: "Ohio|OH", Dealer Name: "Spitzer Chrysler Dodge Jeep Ram" has 33 vehicles
State: "Ohio|OH", Dealer Name: "Anderson - Dubose" has no vehicles
State: "Ohio|OH", Dealer Name: "Serpentini Chevrolet - Strongsville" has 80 vehicles
State: "Ohio|OH", Dealer Name: "McCullough Transportation Services, LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "Roberts Truck Sales" has no vehicles
State: "Ohio|OH", Dealer Name: "J.P. Waste Removal" has 1 vehicles
State: "Ohio|OH", Dealer Name: "Elliott Machine Works Inc" has 2 vehicles
State: "Ohio|OH", Dealer Name: "Germain Ford of Beavercreek" has no vehicles
State: "Ohio|OH", Dealer Name: "Byers Chevrolet Trucks" has 218 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - DELPHOS, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Young Truck Sales - New" has 7 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - WILMINGTON, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - TWINSBURG, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Sarchione Chevrolet" has 155 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - MOUNT HOPE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Sarchione Ford Lincoln of Alliance" has 123 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - NORTHWOOD, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Ganley Village Chrysler Dodge Jeep Ram Fiat" has 140 vehicles
State: "Ohio|OH", Dealer Name: "Schoner Chevrolet" has 27 vehicles
State: "Ohio|OH", Dealer Name: "Serpentini Chevrolet of Orrville" has 33 vehicles
State: "Ohio|OH", Dealer Name: "Ricart Commercial Ford" has 199 vehicles
State: "Ohio|OH", Dealer Name: "Montrose Ford of Fairlawn" has 60 vehicles
State: "Ohio|OH", Dealer Name: "Kufleitner Chrysler Dodge Jeep Ram Trucks of Boardman" has 112 vehicles
State: "Ohio|OH", Dealer Name: "Coughlin Ford of Pataskala" has 303 vehicles
State: "Ohio|OH", Dealer Name: "Classic GMC Painesville" has 17 vehicles
State: "Ohio|OH", Dealer Name: "Terry Henricks Chrysler Dodge" has 38 vehicles
State: "Ohio|OH", Dealer Name: "Rollerena Auto Sales" has no vehicles
State: "Ohio|OH", Dealer Name: "TLG Peterbilt – Cincinnati" has 6 vehicles
State: "Ohio|OH", Dealer Name: "Mark Wahlberg Chevrolet" has 84 vehicles
State: "Ohio|OH", Dealer Name: "Jeff Wyler Chevrolet of Columbus" has 37 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - DAYTON, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Arrow Truck Sales Cincinnati" has no vehicles
State: "Ohio|OH", Dealer Name: "Dick Masheter Ford" has 83 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - YOUNGSTOWN, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Fuller Ford Inc" has 212 vehicles
State: "Ohio|OH", Dealer Name: "Brondes Ford Toledo" has 149 vehicles
State: "Ohio|OH", Dealer Name: "Junction Auto Sales Inc" has 88 vehicles
State: "Ohio|OH", Dealer Name: "Funkys Automotive" has no vehicles
State: "Ohio|OH", Dealer Name: "Medina Auto Mall" has 162 vehicles
State: "Ohio|OH", Dealer Name: "Terry Henricks Ford" has 48 vehicles
State: "Ohio|OH", Dealer Name: "Ganley Chevrolet" has 75 vehicles
State: "Ohio|OH", Dealer Name: "AutoSmart Fleet" has no vehicles
State: "Ohio|OH", Dealer Name: "Key Chrysler-Jeep-Dodge-Ram" has 45 vehicles
State: "Ohio|OH", Dealer Name: "Coughlin Automotive LLC" has 101 vehicles
State: "Ohio|OH", Dealer Name: "Sarchione Ford" has 129 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - OAKWOOD VILLAGE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Robertson Truck Sales Inc" has 116 vehicles
State: "Ohio|OH", Dealer Name: "Ricart Buick GMC" has 69 vehicles
State: "Ohio|OH", Dealer Name: "Rush Truck Centers - Cincinnati" has 59 vehicles
State: "Ohio|OH", Dealer Name: "Bob Caldwell CJDR" has 73 vehicles
State: "Ohio|OH", Dealer Name: "McMahon Truck Centers - Columbus" has 117 vehicles
State: "Ohio|OH", Dealer Name: "O'Reilly Equipment" has 412 vehicles
State: "Ohio|OH", Dealer Name: "Lance's Trailer Sales" has 110 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - AKRON, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Liberty Chrysler Jeep Dodge Ram" has 81 vehicles
State: "Ohio|OH", Dealer Name: "Brechbuhler Truck Sales" has 7 vehicles
State: "Ohio|OH", Dealer Name: "Mathews Dodge Chrysler Jeep RAM" has 40 vehicles
State: "Ohio|OH", Dealer Name: "Coughlin Chrysler Jeep Dodge Ram" has 215 vehicles
State: "Ohio|OH", Dealer Name: "Ganley Chrysler Dodge Jeep Ram, Inc." has 79 vehicles
State: "Ohio|OH", Dealer Name: "Preston Ford" has 137 vehicles
State: "Ohio|OH", Dealer Name: "Young Truck Sales - Used" has no vehicles
State: "Ohio|OH", Dealer Name: "Flag City Truck Sales" has 1 vehicles
State: "Ohio|OH", Dealer Name: "Hill International - St. Clairsville" has 29 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - EAST LIBERTY, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Fyda Freightliner Youngstown, Inc" has 5 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - WICKLIFFE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Parrish Trucks & Equipment,LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "TSI" has 8 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - MONROE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - AVON LAKE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Stoops Freightliner" has no vehicles
State: "Ohio|OH", Dealer Name: "Len Zermeno's" has 6 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - NORWALK, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Kings Ford Inc" has 16 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - MANSFIELD, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Patriot Motors & Equipment Sales" has 1 vehicles
State: "Ohio|OH", Dealer Name: "DW Lift Sales, Inc." has 66 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - NEWARK, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "JB Service & Parts" has no vehicles
State: "Ohio|OH", Dealer Name: "E&J Trailer Sales & Service,Inc" has 1 vehicles
State: "Ohio|OH", Dealer Name: "VanDevere Chevrolet" has 9 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - FINDLAY, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Truckway Leasing" has 2 vehicles
State: "Ohio|OH", Dealer Name: "Yoder & Frey Auctioneers, LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "Rush Truck Centers - Akron" has 4 vehicles
State: "Ohio|OH", Dealer Name: "Dan's Truck Equipment" has no vehicles
State: "Ohio|OH", Dealer Name: "Rush Truck Centers - Cleveland" has 6 vehicles
State: "Ohio|OH", Dealer Name: "TRL Rents LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - CLEVELAND, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - ZANESVILLE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Kempthorn Auto Mall" has 13 vehicles
State: "Ohio|OH", Dealer Name: "GROGAN'S TOWNE CHRYSLER JEEP DODGE RAM" has 45 vehicles
State: "Ohio|OH", Dealer Name: "Bass Truck Center" has 29 vehicles
State: "Ohio|OH", Dealer Name: "Don Sitts Auto Sales" has no vehicles
State: "Ohio|OH", Dealer Name: "Prospect Motor Co" has no vehicles
State: "Ohio|OH", Dealer Name: "S&S Commercial LLC" has no vehicles
State: "Ohio|OH", Dealer Name: "Rowland Truck and Equipment" has 5 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - DELAWARE, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - CINCINNATI, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Ohio Truck Sales" has no vehicles
State: "Ohio|OH", Dealer Name: "International Used Truck Center of Columbus" has no vehicles
State: "Ohio|OH", Dealer Name: "Fyda Freightliner Cincinnati, Inc." has 18 vehicles
State: "Ohio|OH", Dealer Name: "Fisher Trucks LLC" has 1 vehicles
State: "Ohio|OH", Dealer Name: "Motor Time Auto Sales" has no vehicles
State: "Ohio|OH", Dealer Name: "Stykemain Chevrolet" has 85 vehicles
State: "Ohio|OH", Dealer Name: "Rush Truck Centers - Columbus West" has 21 vehicles
State: "Ohio|OH", Dealer Name: "Sprinter of North Olmsted" has 26 vehicles
State: "Ohio|OH", Dealer Name: "Hill International- East Liverpool" has 16 vehicles
State: "Ohio|OH", Dealer Name: "Exact Crane & Equipment Corp" has 14 vehicles
State: "Ohio|OH", Dealer Name: "Fyda Freightliner Columbus, Inc." has 64 vehicles
State: "Ohio|OH", Dealer Name: "J & B Equipment Sales" has 10 vehicles
State: "Ohio|OH", Dealer Name: "K.E. Rose Co." has no vehicles
State: "Ohio|OH", Dealer Name: "Tesco" has 4 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - AKRON, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Midwest Wrecker" has 2 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - MEDINA, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Bob Boyd Chrysler Jeep Dodge Ram" has 31 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - COLUMBUS, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Spitzer Ford Hartville" has 6 vehicles
State: "Ohio|OH", Dealer Name: "Sunrise Equipment Company" has 4 vehicles
State: "Ohio|OH", Dealer Name: "Spitzer Chevrolet Northfield" has 12 vehicles
State: "Ohio|OH", Dealer Name: "Allstate Ford of Youngstown, LLC" has 23 vehicles
State: "Ohio|OH", Dealer Name: "Ken Ganley Ford" has 35 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - GAHANNA, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "RODOC Leasing Sales & Service" has 23 vehicles
State: "Ohio|OH", Dealer Name: "Fyda Freightliner Western Star Zanesville" has 25 vehicles
State: "Ohio|OH", Dealer Name: "Nathan Frey Farm Equipment" has 20 vehicles
State: "Ohio|OH", Dealer Name: "Country Truck Sales, Inc." has 5 vehicles
State: "Ohio|OH", Dealer Name: "Rush Truck Centers - Dayton" has 19 vehicles
State: "Ohio|OH", Dealer Name: "Kenworth of Dayton" has 7 vehicles
State: "Ohio|OH", Dealer Name: "PENSKE USED TRUCKS - OBETZ, OH" has no vehicles
State: "Ohio|OH", Dealer Name: "Ryder Used Trucks in Columbus" has no vehicles
State: "Ohio|OH", Dealer Name: "R & R, Inc. Youngstown" has 12 vehicles


 State Ohio|OH, has Total Vehicles : 10847


Total No of Dealers: "40" exists in the state : "Oklahoma|OK"

State: "Oklahoma|OK", Dealer Name: "Frontier Chevrolet" has 64 vehicles
State: "Oklahoma|OK", Dealer Name: "Jim Glover Chevrolet" has 210 vehicles
State: "Oklahoma|OK", Dealer Name: "Frontier CDJR" has 48 vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - ENID, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "HOLT TRUCK CENTERS - Enid" has no vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - DRUMRIGHT, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Atoka Wholesale Motors" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Equipment Technology LLC" has no vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - OKLAHOMA CITY, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Stewart Wholesale Co" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Happy Trailers - Tulsa" has 199 vehicles
State: "Oklahoma|OK", Dealer Name: "Hominy Auto Sales" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Melton Truck Sales Inc." has no vehicles
State: "Oklahoma|OK", Dealer Name: "Ryder Used Trucks in Oklahoma City" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Plantation Truck Sales" has no vehicles
State: "Oklahoma|OK", Dealer Name: "OT Truck and Tractor LLC" has no vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - MUSKOGEE, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "HOLT TRUCK CENTERS - Oklahoma City" has 2 vehicles
State: "Oklahoma|OK", Dealer Name: "TrueTruckHD" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Central Trailer Sales" has 161 vehicles
State: "Oklahoma|OK", Dealer Name: "HOLT TRUCK CENTERS - Tulsa" has 1 vehicles
State: "Oklahoma|OK", Dealer Name: "Crown Auto World-Bristow" has 39 vehicles
State: "Oklahoma|OK", Dealer Name: "OK Work Trucks" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Dunn Ford" has 69 vehicles
State: "Oklahoma|OK", Dealer Name: "BOB MOORE DODGE CHRYSLER JEEP, INC." has 70 vehicles
State: "Oklahoma|OK", Dealer Name: "MHC Kenworth - Oklahoma City" has 6 vehicles
State: "Oklahoma|OK", Dealer Name: "Custom Trailer Sales" has 277 vehicles
State: "Oklahoma|OK", Dealer Name: "Green Country Auto Sales" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Allegiance - Tulsa" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Seth Wadley Ford" has 123 vehicles
State: "Oklahoma|OK", Dealer Name: "Riverside Ford of Tulsa" has 215 vehicles
State: "Oklahoma|OK", Dealer Name: "The Truck Shop LLC" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Shreve Truck and Equipment Sales" has no vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - OKLAHOMA CITY, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Rush Truck Centers - Tulsa" has 9 vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - TULSA, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "PENSKE USED TRUCKS - OKLAHOMA CITY, OK" has no vehicles
State: "Oklahoma|OK", Dealer Name: "MHC Kenworth - Tulsa" has 3 vehicles
State: "Oklahoma|OK", Dealer Name: "Arrow Truck Sales Oklahoma City" has no vehicles
State: "Oklahoma|OK", Dealer Name: "Rush Truck Centers - Oklahoma City" has 47 vehicles


 State Oklahoma|OK, has Total Vehicles : 1543


Total No of Dealers: "42" exists in the state : "Oregon|OR"

State: "Oregon|OR", Dealer Name: "Mercedes-Benz of Bend" has 31 vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - COBURG, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Portland Mistubishi-Fuso" has 14 vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - PORTLAND, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Oregon Auto Group" has no vehicles
State: "Oregon|OR", Dealer Name: "Jackson Group Peterbilt - Portland" has no vehicles
State: "Oregon|OR", Dealer Name: "Truck Source" has 42 vehicles
State: "Oregon|OR", Dealer Name: "Gresham Ford Fleet" has 62 vehicles
State: "Oregon|OR", Dealer Name: "Dick's Canby Ford" has 90 vehicles
State: "Oregon|OR", Dealer Name: "NEWBERG FORD" has 152 vehicles
State: "Oregon|OR", Dealer Name: "Chuck Colvin" has 25 vehicles
State: "Oregon|OR", Dealer Name: "RTR Services" has no vehicles
State: "Oregon|OR", Dealer Name: "RJ Truck Sales" has 1 vehicles
State: "Oregon|OR", Dealer Name: "Kendall Ford of Eugene" has 219 vehicles
State: "Oregon|OR", Dealer Name: "TNT Sales of Oregon" has 61 vehicles
State: "Oregon|OR", Dealer Name: "TS&S FORD" has 53 vehicles
State: "Oregon|OR", Dealer Name: "Power Buick GMC" has 43 vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - PORTLAND, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Kendall Ford of Bend" has 244 vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - PORTLAND, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Tonkin Hillsboro CJDR" has 144 vehicles
State: "Oregon|OR", Dealer Name: "Dick's CDJR Wilsonville" has 81 vehicles
State: "Oregon|OR", Dealer Name: "Tonkin Hillsboro Ford" has 108 vehicles
State: "Oregon|OR", Dealer Name: "Autotown Buick GMC" has 100 vehicles
State: "Oregon|OR", Dealer Name: "Capitol Chevrolet - Fleet Dept" has 121 vehicles
State: "Oregon|OR", Dealer Name: "LITHIA CHRYSLER JEEP DODGE" has 102 vehicles
State: "Oregon|OR", Dealer Name: "Northside Truck Sales Inc" has 165 vehicles
State: "Oregon|OR", Dealer Name: "Weston Buick GMC" has 54 vehicles
State: "Oregon|OR", Dealer Name: "Tonkin Hillsboro Chevrolet" has 43 vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - MEDFORD, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Ryder Used Trucks in Portland" has no vehicles
State: "Oregon|OR", Dealer Name: "Pape Kenworth" has 2 vehicles
State: "Oregon|OR", Dealer Name: "Mercedes-Benz of Medford" has 4 vehicles
State: "Oregon|OR", Dealer Name: "Don Lee Motors" has no vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - WILSONVILLE, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Lithia Ford of Roseburg" has 9 vehicles
State: "Oregon|OR", Dealer Name: "PENSKE USED TRUCKS - CLACKAMAS, OR" has no vehicles
State: "Oregon|OR", Dealer Name: "Graddys Equipment" has no vehicles
State: "Oregon|OR", Dealer Name: "Konkin Auto Group Inc" has no vehicles
State: "Oregon|OR", Dealer Name: "Pape Kenworth - Medford" has 2 vehicles
