State Name,City Name,Store Name,Store Address,Store Phone Number,Store Email,Store Instagram Account URL,Store Details Page URL
Florida,Bradenton,Omni Medical Services,"1828 59th Street W., Bradenton, Florida 34209",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-9#details
Florida,Bradenton,Vincenzo Perrone,"1884 59th St. W, Bradenton, Florida 34209",(941) 705-0011,vperronemd@gmail.com,,https://weedmaps.com/doctors/vincenzo-perrone#details
Florida,Longwood,Trulieve - Longwood Downtown,"182 W State Rd 434 #1016, Longwood, Florida 32750",(321) 244-6035,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-longwood-downtown#details
Florida,Orlando,AYR Cannabis Dispensary Orlando (North OBT),"6325 N Orange Blossom Trl, #121, Orlando, Florida 32810",(321) 291-6449,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-orlando-north-obt#details
Florida,Longwood,Trulieve- Longwood,"820 W State RD 434, Longwood, Florida 32750",(407) 214-0414,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-longwood#details
Florida,West Bradenton,Trulieve - West Bradenton,"4804 Manatee Ave West Bradenton, FL 34209, West Bradenton, Florida 34209",(941) 254-2701,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-west-bradenton#details
Florida,Longwood,MÜV Dispensary Longwood,"1090 W SR 434, Longwood, Florida 32750",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-longwood#details
Texas,Houston,Your CBD Store - Vintage Park,"130 Vintage Park Blvd., Suite G, Houston, Texas 77070",(346) 325-9403,test@test.com,,https://weedmaps.com/cbd-stores/your-cbd-store-vintage-park#details
Florida,Lakeland,Trulieve - Lakeland,"1644 N Florida Ave, Lakeland, Florida 33805",(863) 825-7007,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-lakeland#details
Florida,Sun City Center,Medical Marijuana Treatment Clinics of Florida,"1647 Sun City Center Plaza #202b, Sun City Center, Florida 33573",(850) 906-5000,info@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-dff7af64-4850-44df-ad2a-eb6edf74f4c4#details
Texas,Houston,Dr. Desiree B. Thomas,"Get directions 2727 W Holcombe Blvd, Houston, Texas 77025",(713) 442-0000,customerservice@weedmaps.com,,https://weedmaps.com/doctors/dr-desiree-b-thomas#details
Texas,Houston,Marijuana Doctor- Telehealth- Texas,"Please Visit Our Website, Houston, Texas 77005",(863) 220-9377,appointments@marijuanadoctor.com,https://www.instagram.com/marijuanadocfl/,https://weedmaps.com/doctors/marijuana-doctor-telehealth-texas#details
Oklahoma,ATOKA,The Cannabis Cure,"THE CANNABIS CURE 1735 S. VIRGINIA AVE., ATOKA, Oklahoma 74525",(580) 364-7877,ctyson31@yahoo.com,,https://weedmaps.com/dispensaries/the-cannabis-cure#details
Florida,Ocoee,Orlando Psychiatric Associates,"1551 Boren Drive Suite C, Ocoee, Florida 34761",(407) 375-0480,lynette9904@gmail.com,,https://weedmaps.com/doctors/orlando-psychiatric-associates-2#details
Florida,Daytona Beach,Angelic Lift Marijuana Doctor - Daytona,"140 S Beach St Ste 402, Daytona Beach, Florida 32114",,info@angeliclifttrio.com,https://www.instagram.com/angeliclifttrio/?hl=en,https://weedmaps.com/doctors/angelic-lift-marijuana-doctor-2#details
Texas,Houston,ARTISAN VAPOR & CBD Houston,"2620 S Shepherd Dr Suite D, Houston, Texas 77098",(972) 514-1129,artisanvaporonline@gmail.com,,https://weedmaps.com/cbd-stores/artisan-vapor-cbd-houston#details
Florida,Lakeland,Curaleaf - Lakeland,"3145 US Hwy 98 N, Lakeland, Florida 33805",(863) 213-1037,info@fl.curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-lakeland#details
Florida,Daytona Beach,DocMJ,"140 S. Beach St. Suite 307, Daytona Beach, Florida 32114",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-9028bb22-5a13-4a7d-aa84-c2520fe9d9a0#details
Texas,Houston,420Recs.com - Houston (100% Online),"Please Visit Our Website:, Houston, Texas 77019",(650) 300-4334,support@getheally.com,,https://weedmaps.com/doctors/420recs-houston#details
Texas,Montgomery,Your CBD Store - Woodforest,"2300 Woodforest Parkway N, Ste. 200, Montgomery, Texas 77316",(936) 588-6779,test@test.com,,https://weedmaps.com/cbd-stores/your-cbd-store-woodforest#details
Florida,Daytona Beach,Curaleaf - Daytona,"910 W. Inter. Speedway Blvd, Daytona Beach, Florida 32114",(386) 271-4732,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-daytona#details
Florida,Daytona Beach,Trulieve - Daytona Beach,"812 W International Speedway Blvd, Daytona Beach, Florida 32114",(386) 777-2677,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-daytona-beach#details
Florida,Daytona Beach,Comfort Care Clinic,"575 N. Clyde Morris Blvd, Daytona Beach, Florida 32114",(386) 478-4877,comfortcareclinics@gmail.com,https://www.instagram.com/@comfortcareclinics/,https://weedmaps.com/doctors/comfort-care-clinic-4#details
Florida,Daytona Beach,Sunnyside Medical Cannabis Dispensary - Daytona Beach,"2110 W International Speedway Blvd, Daytona Beach, Florida 32114",(386) 610-6966,info@sunnyside.shop,,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-daytona-beach#details
Florida,Daytona Beach,Jungle Boys - Daytona Beach,"1392 W International Speedway Blvd Ste 106, Daytona Beach, Florida 32114",(386) 610-6930,hello@jungleboysflorida.com,https://www.instagram.com/jungleboys/,https://weedmaps.com/dispensaries/jungle-boys-3#details
Texas,Pearland,CBD American Shaman - Pearland,"2520 E Broadway, Pearland, Texas 77581",(832) 230-5353,support@cbdamericanshaman.com,,https://weedmaps.com/cbd-stores/cbd-american-shaman-pearland#details
Florida,Apollo Beach,MÜV Dispensary Apollo Beach,"5999 N. U.S. Highway 41, Apollo Beach, Florida 33572",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-apollo-beach#details
Florida,Daytona Beach,AYR Cannabis Dispensary Daytona Beach,"2290 W International Speedway Blvd, Daytona Beach, Florida 32114",(386) 226-0638,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-daytona-beach#details
Texas,Housto,Dr. Weedy - Houston,"Please Visit Our Website: http://www.dr-weedy.com, Housto, Texas 77001",(888) 409-2951,support@dr-weedy.com,https://www.instagram.com/drweedy/,https://weedmaps.com/doctors/dr-weedy-houston#details
Florida,Apollo Beach,Compassionate Medical Cannabis Care,"6150 North US Highway 41, Apollo Beach, Florida 33572",(813) 641-0007,info@drsashanoe.com,https://www.instagram.com/drsashanoe/,https://weedmaps.com/doctors/compassionate-medical-cannabis-care#details
Missouri,Joplin,Greenlight - Joplin,"1729 E 7th St., Joplin, Missouri 64801",(417) 512-8606,cs.joplin@greenlightdispensary.com,https://www.instagram.com/greenlight.swmo,https://weedmaps.com/dispensaries/greenlight-joplin#details
Missouri,Joplin,Missouri Made Marijuana,"1502 S. Rangeline Rd., Joplin, Missouri 64804",(417) 317-5630,info@missourimmj.net,https://www.instagram.com/missourimademarijuana/,https://weedmaps.com/dispensaries/missouri-made-marijuana#details
Florida,Orange City,Trulieve - Orange City,"2616 Enterprise Rd, Orange City, Florida 32763",(386) 230-2290,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-orange-city-1#details
Florida,Brandon,Marijuana Doctor - Brandon,"116 W. Bloomingdale, Brandon, Florida 33511",(844) 442-0362,info@marijuanadoctor.com,https://www.instagram.com/marijuanadocfl/,https://weedmaps.com/doctors/marijuana-doctor-23#details
Missouri,Joplin,Good Day Farm - Joplin,"2401 E 32nd St Ste 8, Joplin, Missouri 64804",(417) 580-0140,kandrews@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-joplin#details
Florida,Brandon,DocMJ,"1256 E. Brandon Blvd, Suite B, Brandon, Florida 33511",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-22#details
Florida,Ormond Beach,Canna Therapeutics,"767 S. Nova Road, Ormond Beach, Florida 32174-3835",(386) 238-9872,kcox2002@yahoo.com,,https://weedmaps.com/doctors/canna-therapeutics#details
Florida,Riverview,Trulieve - Riverview,"9912 Upper Alafia Court, Riverview, Florida 33578",(813) 592-8113,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-riverview#details
Florida,Ormond Beach,Coastal Wellness Centers,"725 W Granada Blvd Ste 18, Ormond Beach, Florida 32174",(386) 302-4842,info@coastal4mmj.com,,https://weedmaps.com/doctors/coastal-wellness-centers#details
Florida,Brandon,MÜV Dispensary Brandon,"942 W Lumsden Rd, Brandon, Florida 33511",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-dispensary-brandon#details
Florida,Brandon,Curaleaf - Brandon,"846 East Brandon Boulevard, Brandon, Florida 33511",(813) 330-2770,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-brandon#details
Florida,Brandon,Miracle Leaf - Brandon,"1291 Kingsway Rd, Brandon, Florida 33510",(813) 856-5003,brandon@miracleleaffl.com,https://www.instagram.com/miracleleafcorp_,https://weedmaps.com/doctors/miracle-leaf-brandon#details
Florida,Bradenton,Trulieve - Bradenton,"638 Oakfield Dr, Brandon, FL 33511, Bradenton, Florida 33511",(941) 216-0165,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-bradenton#details
Florida,Brandon,Omni Medical Services,"1136 Nikki View Drive, Brandon, Florida 33511",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-11#details
Florida,Brandon,Tetra Health Centers,"1602 Oakfield Dr. Suite 109, Brandon, Florida 33511",(813) 278-8459,info@tetrahealthcenters.com,,https://weedmaps.com/doctors/tetra-health-centers-2#details
Florida,Apopka,Trulieve - Apopka,"2121 W Orange Blossom Trail, Apopka, Florida 32712",(321) 455-5211,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-apopka#details
Illinois,Charleston,Jerabek Wellness and Family Health,"506 W Lincoln Ave, Suite 200 A&B, Charleston, Illinois 61920",(217) 348-8727,jjerabek@aol.com,,https://weedmaps.com/doctors/jerabek-wellness#details
Illinois,Charleston,RISE Dispensaries Charleston,"909 Lincoln Ave., Charleston, Illinois 61920",(217) 284-6077,charleston@risecannabis.com,https://www.instagram.com/risedispensariesillinois/,https://weedmaps.com/dispensaries/rise-charleston#details
Florida,DeLand,CannaMD - Marijuana Doctor,"120 S. Woodland Blvd. Ste. 215, DeLand, Florida 32720",(855) 420-9170,info@cannamd.com,https://instagram.com/mycannamd,https://weedmaps.com/doctors/cannamd-3#details
Oklahoma,Wyandotte,Happy Harry's Medicine Shop,"69708 E Hwy 60, Wyandotte, Oklahoma 74370",(918) 541-6392,happyharryscannabis@gmail.com,,https://weedmaps.com/dispensaries/happy-harry-s-dispensary#details
Missouri,Carthage,Blue Sage Carthage,"429 Peachtree Lane, Carthage, Missouri 64836",(417) 237-9018,admin@bluesagecanna.com,https://www.instagram.com/bluesagecanna/?hl=en,https://weedmaps.com/dispensaries/blue-sage-cannabis-company-2#details
Texas,Dickinson,Elevated Wellness | CBD - League City,"3290 Gulf Freeway South Unit C, Dickinson, Texas 77539",(281) 678-8260,elevatedwellnesscbdlcity@gmail.com,,https://weedmaps.com/cbd-stores/elevated-wellness-cbd-league-city#details
Florida,Seffner,Trulieve - Seffner,"801 W Martin Luther King Blvd, Seffner, Florida 33584",(844) 878-5438,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-seffner#details
Florida,Brandon,Trulieve - Brandon,"638 Oakfield Drive, Brandon, Florida 33511",(813) 680-3405,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-brandon#details
Oklahoma,McAlester,Pure Health,"1615 S George Nigh Expy, McAlester, Oklahoma 74501",(918) 558-0683,Admin@PureHealthOK.com,https://www.instagram.com/PureHealthok/,https://weedmaps.com/dispensaries/pure-health#details
Florida,DeLand,Comfort Care Clinic,"850 N. Stone Street, DeLand, Florida 32720",(386) 478-4877,comfortcareclinics@gmail.com,https://www.instagram.com/@comfortcareclinics/,https://weedmaps.com/doctors/comfort-care-clinic-2#details
Texas,Spring,Natural Ways CBD - Spring,"578 Sawdust Dr., Spring, Texas 77380",(832) 813-8454,naturalwaysandmore@gmail.com,,https://weedmaps.com/cbd-stores/natural-ways-cbd-spring-hemp-cbd-only#details
Florida,Clermont,AYR Cannabis Dispensary Clermont,"900 Hooks St. Suite 300, Clermont, Florida 34714",(352) 717-0898,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-clermont#details
Florida,Clermont,Curaleaf - Clermont,"1900 South Highway 27, Clermont, Florida 34711",(352) 995-8120,Info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-clermont#details
Florida,Clermont,Center for Addiction and Pain Management,"235 Citrus Tower Blvd Suite 104, Clermont, Florida 34711",(352) 404-8160,onsl0077@gmail.com,,https://weedmaps.com/doctors/center-for-addiction-and-pain-management#details
Oklahoma,McAlester,Eufloria Dispensary - McAlester,"1501 E Wade Watts Ave, McAlester, Oklahoma 74501",(918) 558-2168,store-003@eufloriameds.com,https://www.instagram.com/null/,https://weedmaps.com/dispensaries/eufloria-dispensary-mcalester#details
Oklahoma,Canadian,Firefly Dispensary,"600 S.E. Johnson St., Canadian, Oklahoma 74425",(918) 916-3617,fireflydispo@gmail.com,,https://weedmaps.com/dispensaries/firefly-dispensary#details
Florida,Tampa,Canna MD,"10150 Highland Manor Drive, Suite 200, Tampa, Florida 33610",(855) 420-9170,info@cannamd.com,https://instagram.com/mycannamd,https://weedmaps.com/doctors/canna-md-5#details
Florida,Mary Esther,AYR Cannabis Dispensary Mary Esther,"421 Mary Esther Blvd STE E., Mary Esther, Florida 35269",(850) 659-9054,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-mary-esther#details
Ohio,Coshocton,Story of Coshocton,"115 N 2nd Street, Coshocton, Ohio 43812",(202) 666-0432,tbroadwater@storypartners.com,,https://weedmaps.com/dispensaries/story-of-coshocton#details
Illinois,Morris,Curaleaf - Morris,"2400 West US Route 6, Morris, Illinois 60450",(815) 513-0124,info.il@curaleaf.com,https://www.instagram.com/curaleaf.usa,https://weedmaps.com/dispensaries/greenhouse-morris#details
Ohio,Lebanon,Ethos Dispensary – Lebanon (formerly About Wellness Ohio),"1525 Genntown Drive, Unit B-5, Lebanon, Ohio 45036",(513) 970-2080,hannah.lanoue-carrizo@ethoscannabis.com,,https://weedmaps.com/dispensaries/ethos-dispensary-lebanon-formerly-about-wellness-ohio#details
Ohio,Hillsboro,Verilife - Hillsboro,"1098 N. High Street, Hillsboro, Ohio 45133",(937) 402-4016,contact@verilife.com,https://www.instagram.com/verilifestores/,https://weedmaps.com/dispensaries/verilife-hillsboro#details
Ohio,Monroe,DocMJ,"30 Overbrook Ct, Unit C, Monroe, Ohio 45050",(877) 899-3626,ohio@docmj.com,https://www.instagram.com/docmjohio/,https://weedmaps.com/doctors/docmj-14fd302f-5630-4ad6-a3b1-f527839cea8e#details
Ohio,Monroe,Columbia Care - Monroe,"300 North Main Street, Monroe, Ohio 45050",(513) 506-1857,info@col-careoh.com,,https://weedmaps.com/dispensaries/columbia-care-monroe#details
Ohio,Monroe,The Landing - Monroe,"1312 Hamilton Lebanon Rd E, Monroe, Ohio 45050",(513) 823-9787,adam.brezak@firelandsscientific.com,,https://weedmaps.com/dispensaries/the-landing-monroe#details
Ohio,Oxford,Pure Iconic,"5280 College Corner Pike, Oxford, Ohio 45056",(513) 273-1460,info@pureiconiccanna.com,instagram.com/pureiconicofficial/,https://weedmaps.com/dispensaries/pure-iconic#details
West Virginia,Huntington,Trulieve - Huntington,"2013 5th Ave, Huntington, West Virginia 25703",(304) 699-0440,info@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-huntington#details
West Virginia,Huntington,Country Grown Cannabis - Huntington,"2689 5th Ave, Huntington, West Virginia 25702",(681) 378-6175,vross@harvestcaremedical.com,https://www.instagram.com/cookieshuntington/,https://weedmaps.com/dispensaries/country-grown-huntington#details
Ohio,Mason,Lotus Health LLC,"991 Reading Road Suite 2, Mason, Ohio 45040",(513) 486-3842,teaera@lotushealthllc.com,https://www.instagram.com/@lotushealthllc/,https://weedmaps.com/doctors/lotus-health-llc#details
West Virginia,Huntington,Cannabist Huntington,"917 3rd Ave., Huntington, West Virginia 25701",(681) 500-3501,WestVirginia@gocannabist.com,,https://weedmaps.com/dispensaries/cannabist-huntington#details
West Virginia,Huntington,Green Health Docs,"1000 5th Ave Suite 127, Huntington, West Virginia 25701",(877) 242-0362,info@greenhealthdocs.com,,https://weedmaps.com/doctors/green-health-docs-71107357#details
Ohio,Cincinnati,Ohio Marijuana Card,"4 Triangle Park Dr #404, Cincinnati, Ohio 45246",(513) 952-9183,Cincinnati@OhioMarijuanaCard.com,https://www.instagram.com/ohio_marijuana/,https://weedmaps.com/doctors/ohio-marijuana-card-2#details
Virginia,Lynchburg,RISE Dispensaries Lynchburg,"1110 Campbel Ave, Lynchburg, Virginia 24501",(434) 363-3436,lynchburg@risecannabis.com,,https://weedmaps.com/dispensaries/rise-medical-marijuana-lynchburg#details
Missouri,Sedalia,Organic Remedies - Sedalia,"4407 Wisconsin Ave, Sedalia, Missouri 65301",(660) 722-0420,C.Boyer@organicremediesmo.com,https://www.instagram.com/@OrganicRemediesMO/,https://weedmaps.com/dispensaries/organic-remedies-sedalia#details
Missouri,Sedalia,Missouri Health and Wellness - Sedalia,"1801 S. Limit Ave., Sedalia, Missouri 65301",(660) 530-0119,Kristin@mhwdispensaries.com,https://www.instagram.com/mhwcannabis/,https://weedmaps.com/dispensaries/missouri-health-and-wellness-1#details
Ohio,Cambridge,Backroad Wellness - Cambridge,"5748 Glenn Highway, Cambridge, Ohio 43725",(740) 255-5592,agentry@backroadwellness.com,,https://weedmaps.com/dispensaries/backroad-wellness#details
Ohio,Harpster,Ohio Cannabis Company,"17043 County Highway 113, Harpster, Ohio 43351",(740) 496-8420,harpster@occdispensary.com,https://www.instagram.com/ohiocannabiscompany/,https://weedmaps.com/dispensaries/ohio-cannabis-company-1#details
